PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
xRYhE	6k1/3q2p1/1b1p2Q1/p4N2/1p3R2/1P6/PKP5/4r3 b - - 1 34	b6e3 f5h6 g8h8 f4f8	1467			
Bzpe0	8/p1R3pp/1p1B2kr/3Pp3/5r2/5P2/P3n1PP/5R1K w - - 1 31	d6e5 h6h2 h1h2 f4h4	1489			
46BS3	5k2/3n1pp1/7p/2PR4/3K3P/4P3/5P2/2r5 b - - 10 47	d7c5 d5c5 c1c5 d4c5	1526			
xXk3Y	2kr1r2/pppn2pp/4p3/4P3/3q1B2/8/PP2Q1PP/RN3R1K w - - 0 18	f4g3 f8f1 e2f1 d4b2 b1d2 b2d2	1477			
vdcfu	8/3b4/4p1kp/3pPp2/8/Qp4PR/p6K/1r6 w - - 0 49	a3e7 b1b2 h2g1 a2a1q	1502			
lGNoE	1q3r2/6kp/3p3Q/p1pP3B/2Pb2Np/8/5PP1/6K1 b - - 3 33	g7h8 h5g6 f8f7 g6f7	1480			
sA1fX	r6k/1b5p/p5p1/2p2p2/1pBb1q2/3PrN1P/PPP2QP1/1R3R1K w - - 4 26	f3d4 e3h3 h1g1 f4h2	1511			
OkQ6S	8/1bb1k3/pp2pp2/2p2P2/2P1N3/1PBK2P1/P6r/4R3 b - - 2 33	h2h3 c3f6 e7d7 f5e6	1522			
NVeYV	3r1rn1/2b1q1pk/p1pp2b1/1p4Q1/1P1PP2p/P6P/1B2RPK1/1BR2N2 w - - 4 32	g5g4 g8h6 g4g6 h7g6	1483			
RhFed	r4rk1/1p1qbppp/p7/3B4/P2Q4/4P1Pb/1P3P1P/R1B2RK1 b - - 0 16	h3f1 d5f7 f8f7 d4d7	1515			
PRLON	r1b2rk1/3n1ppp/p7/1pqNp1P1/4P3/8/PPP1B2P/R2Q1R1K w - - 3 18	d5f6 g7f6	1480			
DMImk	r2qkb1r/pp2pppp/2n5/1B3b2/3PpB2/5N2/PPP2PPP/R2QK2R w KQkq - 0 9	f3e5 d8a5 c2c3 a5b5 d1b3 b5b3	1477			
0bA42	1r6/3bb2p/1P1pk1p1/4pp2/1BN5/3n1P2/P5PP/1R3RK1 w - - 2 30	f1d1 d3b4 b1b4 d6d5	1472			
bXXyH	r7/2pk2r1/p2p3Q/np1P1qp1/3p4/1PP3P1/P4P1P/2KRR3 b - - 0 30	g7f7 h6e6 f5e6 d5e6 d7e7 e6f7	1486			
VrD3X	rb1q2k1/1p3pp1/p6p/P2p1P2/1Pp2n2/2P1Q2P/2B3P1/R1B4K b - - 1 25	d8f6 e3e8 g8h7 c1f4 b8f4 e8a8	1462			
3S8fv	2r1bqk1/p5pp/1pp2rn1/3pN3/3PpPPP/1N2P1K1/PP3R2/2RQ4 b - - 2 27	g6e5 d4e5	1530			
az9Nf	R3b3/8/3p1pk1/2qPp1p1/4P1P1/4KP2/3Q2P1/8 w - - 7 49	e3d3 e8b5	1462			
gUSwb	r4rk1/1bR5/5qp1/1p1p1pNp/1P2p2Q/P2p4/5PPP/4R1K1 b - - 1 29	a8b8 h4f4	1457			
a9Mtw	r1bqr1k1/pp3ppp/2nbpn2/3pN3/3P4/2PB2B1/PP1N1PPP/R2QK2R b KQ - 8 11	c6e5 d4e5	1528			
2D67n	Qn2k2r/p2p1ppp/1p2pn2/3P4/P2P4/1q3P2/p4KPP/5BNR b k - 0 18	a2a1q a8b8 e8e7 d5d6	1456			
U7UCk	2kr1b1r/ppp1ppp1/5n2/q6p/3n4/2N1BB1P/PPP2PP1/R2Q1RK1 b - - 1 11	d4f5 f3b7 c8b7 d1d8 f5e3 f2e3	1486			
lNBO0	r5k1/p5pp/P1n1pr2/1NB1p3/2Q1PP2/2P2q2/1P5P/R2R2K1 w - - 0 27	d1f1 f6g6	1507			
uYRsT	r1b2r2/ppp1Q1kp/4p1p1/8/3Pqn2/P4N2/1P3PPP/R4RK1 b - - 1 18	f8f7 e7f7 g7f7 f3g5 f7e7 g5e4	1490			
vpiVh	rn2kbnr/p4ppp/b7/R2Pq3/2p5/2N5/1P2BPPP/2BQK2R b Kkq - 3 12	f8b4 d1a4 b8d7 a4b4	1482			
FKeTS	r4k1r/ppp2p2/n2p1N2/2PPp1B1/1P6/P2B3q/2Q4P/5R1K w - - 4 26	d3f5 h3f1	1489			
k9N1z	8/5p1p/2kp2p1/8/2pp1PP1/8/6KP/3N4 w - - 0 43	g2f2 c4c3	1486			
qzpuB	r1b1qr2/2n1p1bk/2p2pp1/pp1pP2p/3P4/2PBB2P/PP3PPN/R2QR1K1 b - - 1 17	f6e5 d1h5 h7g8 d3g6 e8g6 h5g6	1510			
n6whd	3r4/1p4Qp/pkpbB3/8/8/8/PPq3PP/R3R1K1 w - - 2 25	g7d4 d6c5 d4c5 c2c5	1460			
HgQU3	r4rk1/4b1p1/pq1p3p/3PNp2/4n3/1B5P/1PP1QPP1/R3K2R b KQ - 0 18	d6e5 d5d6 g8h8 d6e7	1498			
tww66	6k1/1pp2p2/p2p1Q2/3P4/1P3RqP/P5P1/4r2K/8 w - - 1 29	h2g1 g4g3 g1f1 e2e1	1511			
PbiN6	r6k/p1n3p1/2pQ3p/2q2r2/3R4/8/P4PPP/3R2K1 b - - 1 28	f5d5 d4d5 c5d5 d1d5	1508			
9uejp	r1bqk1nr/pp3ppp/8/2bp4/3P4/2N3P1/PP3P1P/R1BQKB1R b KQkq - 0 9	c5b4 d1a4 c8d7 a4b4 d8e7 b4e7	1479			
WeMan	4r1k1/1p1n1ppp/p1p3b1/2Pp4/1P1P2P1/6BP/1P2rPB1/R3R1K1 w - - 3 23	g1f1 e2e1 a1e1 g6d3 f1g1 e8e1	1523			
1Ra7x	5rk1/1q3pp1/pb2p2p/1p1nN2B/8/P4QP1/1PR2PP1/6K1 b - - 4 30	b7e7 h5f7 f8f7 e5f7	1531			
pvWBS	5r2/3k4/5b1R/1N1p4/2p5/2P5/1P6/1K6 b - - 10 47	f6g5 h6d6 d7e7 d6d5 f8f1 b1a2	1529			
sdDAo	4rr2/1p3pk1/p4P1p/3Q2p1/3P4/4PK2/PP1q4/7R b - - 0 27	g7f6 h1h6 f6g7 d5g5	1471			
ksDqe	R5k1/5rp1/3p4/1pp1p3/4P1q1/2P1bN2/1P6/3Q1K2 b - - 1 38	f7f8 d1d5 g8h7 a8f8	1513			
kUf3H	r1bq1rk1/1p3pp1/p6p/2P1N1b1/1P2P3/P1pB1P2/2P3PP/R2QK2R w KQ - 0 18	e1g1 d8d4 g1h1 d4e5	1541			
i1IMt	8/pb3ppk/5b1p/8/r2p1BP1/7P/PP2RP2/2R3K1 w - - 5 27	a2a3 d4d3 e2d2 a4f4	1540			
jrDEO	5rk1/Q1p2pp1/4p2p/1N1p4/8/3nPP2/P1qnBKPP/4R2R w - - 3 21	e2d3 d2e4 f2f1 c2f2	1466			
kdmwz	7r/1k3pp1/1p2p2p/1qp5/1N1r4/5Q1P/PP3PP1/2R4K b - - 1 27	b7a7 b4c6 a7a6 c6d4	1518			
6Fh7p	6k1/3q1pp1/3r1b1p/p1p1pP2/1pPrB3/1P1R1P2/PQ3KPP/3R4 w - - 10 27	f2e2 d4d3 d1d3 d6d3 e4d3 e5e4	1475			
eDoe1	r1bq3Q/p3krp1/1pn1p1P1/3pn1B1/3p4/2N5/PPP3PP/R5K1 b - - 5 18	f7f6 h8g7 e7e8 g5f6	1505			
7TNiA	8/5p1k/pp5r/3Q4/1PpP1P2/P3q1P1/7p/2R2R1K w - - 0 48	d5c4 e3e4 f1f3 e4f3	1455			
tqfcY	3r4/3q2bk/1pn3pp/1Npb1p2/Q1B2P2/2P3P1/1P3B1P/4R1K1 w - - 4 33	a4b3 c6a5 c4d5 a5b3	1482			
NDvN1	r1bn1k1r/ppp1q1p1/3b4/3Qp1N1/4N2P/2PP4/PP3P2/2K2R1R b - - 8 21	c7c6 d5d6 e7d6 e4d6	1538			
2o78A	r3r2k/pppn1p1p/7B/3p2Rp/8/8/PPP4P/6RK b - - 1 21	e8e6 h6g7 h8g8 g7f6 g8f8 g5g8	1525			
FHfgJ	r2qr1k1/p3b3/1p3p2/3p3p/1P1P1PP1/P1BN1nP1/4Q1K1/R7 b - - 0 28	h5g4 e2e6 g8f8 e6g4 d8c8 g4g6 f3h4 g3h4	1476			
ueL5F	r3kbnr/pp1qpppp/8/2p5/3n1P2/2N2R2/PPPPB1PP/R1BQ3K b kq - 2 9	d4f3 e2b5 f3d4 b5d7	1454			
tBBIE	8/8/8/1K3p2/1p4pP/1Pk2P2/P6P/8 w - - 0 40	f3g4 f5f4 g4g5 f4f3 b5c5 f3f2	1541			
9p6I3	6k1/5p2/1q1p4/3Q1P1p/rpPR4/6bP/6P1/3R2K1 w - - 0 43	d5b5 b6d4 d1d4 a4a1 d4d1 a1d1	1545			
DVWYr	r2q2k1/p4p1p/2pb2pB/2p5/3pr1Q1/3P4/PPP2PPP/4R1K1 w - - 0 18	e1e4 f7f5 g4h3 f5e4	1483			
ilYXC	8/pRP2p2/4pk2/5p1p/5P2/3RK1PP/3r1r2/8 b - - 4 39	f2e2 e3d4 d2c2 d3c3	1466			
JEPPY	4r3/1r3p1k/1pR3p1/1P2b2p/P1Q1q3/2B1PNP1/5PK1/8 b - - 3 34	e5c3 c4e4 e8e4 f3g5 h7h6 g5e4	1523			
BwOSn	8/4pk1p/p2P1rpq/2p1Q3/1p6/3B4/2P3P1/6K1 b - - 1 34	e7d6 d3c4 f7f8 e5f6	1488			
ufH1H	r1bqkb1r/pppp1ppp/2nn4/4N3/2BP4/8/PPP1QPPP/RNB1K2R b KQkq - 0 6	d6c4 e5c6 f8e7 c6d8	1493			
08jo9	4r1k1/2Q5/4qp2/p2p2p1/1p1Pn3/3N3P/PP4P1/2R3K1 b - - 1 31	e4g3 c7g3 e6e3 g3e3	1481			
viTnl	5r2/2Q3pk/2p2q1p/3bN3/3Pp3/6R1/r4PPP/5RK1 w - - 4 27	e5d7 f6f2 f1f2 a2a1 f2f1 a1f1	1513			
JjkWj	8/8/5kp1/7p/r4P1P/P3R3/5K2/8 b - - 16 50	a4f4 e3f3 f6e5 f3f4	1505			
vt1Gk	8/2r3bP/p6k/1p6/4p3/P5R1/2PPK3/8 w - - 0 47	g3g7 h6g7 h7h8q g7h8	1512			
vu4ka	7k/p3n3/1pr2n2/3pR3/3P1P1N/4P3/PP5P/3K4 b - - 3 34	c6c7 e5e7 c7e7 h4g6 h8g7 g6e7	1503			
vBOyg	r3k1r1/2p1q1b1/p2p1p2/n2P1P1b/Pp6/4B2P/1PBN1P1K/R3QR2 w q - 1 22	e3b6 c7b6	1522			
plhW7	r1b1kbnr/ppqp1ppp/2n1p3/2p1P3/8/2N2N2/PPPPQPPP/R1B1KB1R b KQkq - 4 5	g8e7 c3b5 c7b8 b5d6 b8d6 e5d6	1452			
Yt0F8	r4r1k/6pp/2n1p3/p2qP3/P1pP2P1/1p2P1K1/1P1BQ3/R2B1N2 w - - 1 30	e2f3 f8f3 d1f3 d5d7	1542			
p5j0P	4r1k1/2p2ppp/p1n5/p1Q5/8/P7/1P3PPP/R1BqNK2 w - - 3 20	c5c3 d1e2 f1g1 e2e1 c3e1 e8e1	1518			
LKbBR	6rk/p7/1p2p2p/2p1q3/7n/2PPR2P/PP1B3K/6R1 w - - 0 36	e3e5 h4f3 h2h1 g8g1	1530			
9njcU	r1q5/p5pk/3pb2p/1p2r3/3P1N2/4pP2/PPP1Q1PP/2R3K1 b - - 0 27	c8c4 e2c4 e6c4 d4e5	1462			
l0vsT	6k1/5pp1/4b3/1p1p4/3Rn2P/1P4P1/4Q1PK/2r5 w - - 6 30	g3g4 c1h1 h2h1 e4g3 h1h2 g3e2	1496			
Y4f2v	1nb4k/6p1/4p3/3p1BPQ/2p2r2/8/5P2/qN2K1R1 b - - 1 28	h8g8 h5e8	1511			
m5AGD	3rr1k1/1bqp1pbp/p1nBp1p1/1p6/4P3/2N2P2/PPP1B1PP/1R1Q1RK1 b - - 4 17	g7d4 d1d4 c6d4 d6c7	1452			
5fOiz	5rk1/p3qbbp/1n1R2p1/N1p1pp2/4p3/1PP1P2P/P3BPPB/3Q2K1 b - - 2 22	b6d5 d6d5 f7d5 d1d5	1500			
sobxp	5k2/1r2P3/p4PQ1/3P1NP1/b1p5/8/5K2/1q6 b - - 0 44	b7e7 f6e7	1527			
R3TP6	5rk1/B3rppp/8/2p1q3/2B5/1Q6/PP4PP/5RK1 w - - 2 24	b3b6 e5d4 g1h1 d4c4	1482			
t594f	8/7p/6p1/5p2/8/5P1P/1P5K/5k2 b - - 0 53	f1e2 b2b4 f5f4 b4b5	1467			
IXPmn	8/5pk1/1n3bp1/3p3p/3q3P/4NPP1/Q4BK1/8 w - - 0 39	e3d5 d4d5 a2d5 b6d5	1506			
t3iWU	r2qkbnr/pp3ppp/2p1p3/2P2b2/1Q1P4/2N5/PP3PBP/R1B1K2R b KQkq - 0 10	g8f6 b4b7	1489			
wl8JG	3rkr2/ppR5/3q2p1/5pQ1/2p5/2P1P2P/PP3PP1/2K4R w - - 1 24	c7c4 d6d2 c1b1 d2d3	1494			
kFaE1	8/p2rk2p/1p1b4/2pR4/2P1pp2/8/P2R1Bq1/4K3 b - - 1 45	e4e3 f2h4 e7e6 d2g2	1488			
nVYKg	8/1r3p1p/8/3k2P1/4b3/8/1BPR4/1K6 b - - 4 43	d5c4 d2d4 c4c5 d4e4	1500			
rXe8D	r1b1kb1r/pp1q1p1p/4p1p1/3pP3/3Qn3/5N2/PPPP1PPP/RNB1K2R w KQkq - 2 12	d2d3 f8c5 d3e4 c5d4	1492			
y25ZJ	2kr3r/p6p/1qp2pp1/2b1pb2/8/P1P3Q1/1P3PPP/R1B1KB1R w KQ - 1 16	b2b4 c5f2 g3f2 d8d1	1543			
LEWQi	8/5b2/4p1kp/3pBr2/1P1Pp3/2Q4P/1r6/6K1 b - - 2 50	f5f2 c3g3 g6f5 g3g4	1484			
4Sfjo	r4rk1/pp4pp/2b1p3/5p2/2P5/1BQ5/PP3qPP/2KR1R2 b - - 1 22	f2g2 f1g1 g2g1 d1g1	1507			
9f8jv	r1bqk2r/pppp1Npp/6nn/2b5/2B1P3/8/PPP2PPP/RNBQK2R b KQkq - 0 7	h6f7 c4f7 e8f7 d1d5 f7e8 d5c5	1497			
iMJ0U	1r3k2/p3p2Q/3p1bp1/q2P4/1p4P1/P7/1PP1BP2/1K5R w - - 0 24	h7g6 b4a3 g6f6 e7f6	1451			
3vqcx	3r4/1p1q1p1k/p6p/3p3N/3R1Q2/7P/Pb3PP1/6K1 b - - 3 34	b2d4 f4d4 f7f5 h5f6 h7g6 f6d7	1495			
c6rmD	r5k1/1p3p1p/p2q2p1/2p2b2/8/1P1P2N1/2P3PP/Q4RK1 b - - 1 18	f5d7 g3e4 d6d4 a1d4 c5d4 e4f6 g8g7 f6d7	1460			
B6zYY	8/6r1/k1pr3p/1P6/5PP1/2P4q/2P1Q2P/5RK1 b - - 0 28	c6b5 f1a1 a6b6 e2f2 b6c6 a1a6	1529			
hdWWV	6k1/6pp/p1r3r1/1pq1p3/1P2Q3/8/P1P3PP/2R2R1K b - - 0 25	c5c3 e4d5 g6e6 d5d8 e6e8 d8e8	1523			
66mhS	1q1r2k1/p5pp/2p1bb2/2P1pp2/8/3BB3/P1P1QPPP/3R2K1 w - - 1 22	d3c4 d8d1 e2d1 e6c4	1522			
dsBYx	5rk1/p2r1p1R/1p2p3/4q1PQ/3p4/P5P1/1P5K/4R3 b - - 4 36	e5f5 h7h8 g8g7 h5h6	1470			
a2vjV	4r2k/p1p4p/bpR3pP/3P1p2/1q1b1P2/1BN3P1/PP1Q4/2K5 w - - 7 30	c6c7 d4e3 d2e3 e8e3	1482			
RvpVy	6k1/1p6/p3p2p/2P2pp1/3rB1Pn/1P2RPK1/P6P/8 w - - 0 35	g4f5 e6f5 e4b7 f5f4 g3f2 f4e3	1511			
RLLGE	r1b2rk1/1p3p1p/2pp1b1P/q2Pp2p/P1P1P3/1QN1BP2/4BK2/R7 b - - 0 24	g8h8 e3b6 a5b6 b3b6	1498			
dys0h	r7/4bkpp/3p1n2/2p5/2P1Pp2/2PP4/1P4PP/1NB2RK1 w - - 0 19	f1f4 a8a1 b1a3 a1c1 f4f1 c1f1	1511			
4dtL6	3rk3/pQp2pp1/4b3/8/KP6/P1P1P3/3q4/R1R5 w - - 0 27	c1d1 d2c2 a4a5 d8d1 a1d1 c2d1	1547			
FecJA	5k2/p3p2p/1ppp2p1/3P3n/1PP1P2P/P3n3/8/RN2K3 w Q - 0 27	b1c3 e3c2 e1d1 c2a1 d5c6 f8e8	1499			
rRoVR	r3kb1r/6pn/2pp1q1p/pB2n2b/4P2P/2N1BNR1/PPP1QP2/R3K3 b Qkq - 0 17	e5f3 g3f3 h5f3 b5c6	1534			
WBB8a	6r1/1pp1kpp1/p2p1q1r/3PnPN1/1PP2Q1p/P6P/4B1K1/R3R3 w - - 1 27	c4c5 h6g6 e2g4 g6g5 e1e5 d6e5	1500			
Axiki	4r1k1/pp3pp1/7p/3p4/3Q4/5qP1/PP3P1P/3R2K1 w - - 0 23	d4d5 e8e1 d1e1 f3d5	1477			
nb15E	8/5p2/6kp/1R2B1p1/p1b5/5P1P/1Pr3PK/8 w - - 3 34	h2g3 c4b5	1549			
MvWzZ	4r1k1/1p5p/p1p5/3p1p2/5q2/P1Q2R1P/1P3KP1/8 b - - 1 35	f4e4 f3g3 g8f7 c3g7 f7e6 g3e3	1537			
Tp86t	r3k2r/1Np2ppp/1b5q/4pn2/P7/BQPP1Nn1/5PPP/R4R1K w kq - 5 21	h1g1 g3e2 g1h1 f5g3 f2g3 e2g3	1483			
8537C	r4r1k/1p2N1pp/p3bp2/1q6/4Q3/6R1/1P3PPP/5RK1 b - - 1 24	e6c4 e4h7 h8h7 g3h3 b5h5 h3h5	1543			
d47Zu	8/pr2rpk1/q1p1pNp1/3p2Qp/1P1P4/P6P/5PP1/3R2K1 b - - 1 32	a6a3 f6h5 g7h7 h5f6	1492			
RptHF	2r3k1/5ppp/4pn2/3p4/1P1P1q2/1QPB4/5PPP/2R3K1 w - - 5 24	b3d1 f6g4 c1c2 f4h2	1520			
VXvV0	r4bk1/6p1/p3p1q1/1ppbQ2N/6P1/P6P/1PP5/5RK1 b - - 0 29	g6c2 f1f8 g8f8 e5g7 f8e8 h5f6 e8d8 g7d7	1513			
ppTUF	7r/pp2nk2/5p1q/3p4/3P2p1/4P3/PP1QNPPN/5RK1 w - - 2 27	f1c1 h6h2 g1f1 h2h1 e2g1 h8h2	1486			
XcADM	3rk2r/pp2qppp/2p1p3/4n3/5P2/2Q3N1/PPP3PP/R4RK1 b k - 1 16	e5g4 c3g7 e7c5 g1h1 g4f2 f1f2	1509			
ciJZz	8/8/1N4k1/2p4p/6pK/B1R3P1/r6P/8 w - - 2 37	h2h3 a2h2 c3c5 h2h3	1546			
V16D8	rn1qkb1r/pb3ppp/2p1pn2/8/B7/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 0 7	d2d3 d8a5 b1c3 f8b4	1503			
lQlNR	5r1k/p5pp/2p5/2PpQrq1/1P2b3/7P/PB3RPK/R7 w - - 0 27	f2f5 g5g2	1548			
37jWX	1r4k1/5pp1/1B5p/2Pn4/RK2p3/3r1P2/4Q1PP/8 w - - 1 38	b4b5 d5c3 b5c6 c3e2	1459			
YNIn6	7r/pp3k2/2p3p1/3pqpQ1/8/2N2R2/PP3PPP/6K1 w - - 2 29	g5e3 e5h2 g1f1 h2h1 f1e2 h8e8 e3e8 f7e8	1460			
CzDuc	3q4/7k/1p2B1p1/2pPp2p/3nP2P/1P6/P5K1/5Q2 b - - 0 34	d8h4 f1f7 h7h6 f7f8	1452			
FfULO	5rk1/ppp1b1pp/2np4/3N4/3P2q1/1Q2Br2/PP3P1P/R3RK2 b - - 3 17	e7h4 d5f6 g8h8 f6g4	1526			
CpW9y	6r1/2RB2rk/1p1p4/p2Pbp1p/3Np2P/4Q1P1/PP3P1K/3q4 b - - 12 35	g7g3 d7f5 h7h8 e3h6	1505			
pnNMQ	8/7R/pn3b2/1p1p1k1R/2pP1Bp1/P1P2pP1/1PK5/r5r1 b - - 5 45	f5e4 h7e7 f6e7 h5e5	1468			
300Kd	r3q1k1/3p1pBp/p3rPp1/1p1p4/7Q/3n1R2/PP4PP/5R1K b - - 1 25	e6e1 h4h7 g8h7 f3h3 h7g8 h3h8	1532			
ELXVP	6k1/1p1br1p1/pb2pr1p/3p4/6B1/2P2N2/PP3PPP/3RR1K1 w - - 8 22	d1d5 e6d5 e1e7 d7g4	1506			
uNWyC	1kn5/pbRQ1pq1/4p3/8/P7/1p4rP/1P3P2/5RK1 w - - 0 31	f2g3 g7g3	1460			
54q7c	2kr4/pp1n1pp1/2p1p1p1/8/3PB3/P5P1/1PP1QP1q/1K1R4 b - - 0 20	d7f6 d1h1 h2h1 e4h1	1546			
52tsZ	2r3k1/1p3pp1/4nq2/R4b1p/8/1PPp4/P2Q1PPP/4R1K1 b - - 0 23	c8c3 a5f5 f6f5 d2c3	1534			
N5f5a	4k3/4b2R/4p2p/p3P3/2pBK2P/2P5/7r/8 w - - 3 32	h7h6 h2h4 h6h4 e7h4	1548			
dx8VL	r6r/pp1nkpp1/2p2n2/6p1/1b3p2/2NB3P/PPPB1P2/2KRR3 b - - 3 16	e7d6 c3e4 f6e4 d2b4	1496			
W4tAY	6k1/R4pp1/1p6/4Q2p/8/P7/KPP2q2/3r4 b - - 1 30	d1f1 a7a8 g8h7 e5h5	1524			
f454K	8/kp6/6p1/p1r2b2/P7/4Q2P/2r2PP1/5RK1 w - - 4 34	f1b1 c2c3 b1b7 a7b7	1502			
Dxp1R	3R4/5k2/8/5pr1/8/5KP1/8/8 b - - 5 63	g5g8 d8g8 f7g8 f3f4	1472			
MOtN7	8/ppRrk1p1/7p/6p1/1P6/P6P/5PP1/6K1 w - - 2 31	c7d7 e7d7 g1f1 d7c6 f1e2 c6b5 e2d3 b5a4	1524			
w1RGU	2b1nrkb/2p1q2p/3p3P/1NpP3R/2P1pp2/8/3NBPP1/3QK3 b - - 1 25	e8f6 h5g5 g8f7 e2h5 f6h5 d1h5	1530			
GAbCB	r4rk1/2qp1ppp/b7/p1pPPpB1/7Q/5N2/PP4PP/R6K b - - 3 22	d7d6 g5f6 h7h6 h4g3	1500			
1svB9	5r1k/4Np2/7q/1ppPQ3/5P2/8/1P6/rBK5 b - - 0 34	h6g7 e5h5 g7h7 h5h7	1511			
uKWi0	r4rk1/p1p2ppp/1pnq1n2/2Npp3/3Pb3/2PBPN1P/PP3PP1/R2Q1RK1 w - - 0 13	c5b3 e4d3 d1d3 e5e4 d3e2 e4f3	1486			
9n0ug	r5k1/p2n1p1p/1q4p1/1p6/3b2Q1/P3N1P1/1P2rP1P/1R1R2K1 b - - 1 24	d4e3 g4e2 e3d4 e2e4	1544			
ftKZb	r3r1k1/pp1q1p1p/5np1/8/b7/2PB2Q1/PB3PPP/R4RK1 w - - 2 19	c3c4 f6h5 g3f3 a4c6	1544			
Uj9aI	r4nk1/p4qrp/1p1p1p1b/1PpPpP1P/P3P1p1/4B3/2PQBP1K/R5R1 w - - 0 27	e3h6 f7h5 h2g2 h5h3	1549			
LswNy	5r1k/1Qpq3r/3pp3/p3P1p1/P2P1n2/6N1/1P3PPP/3R1RK1 w - - 1 24	g3e4 f4e2 g1h1 h7h2 h1h2 d7h7	1451			
4uMjN	8/Q5p1/2p5/8/4q2r/1Pk4P/P2R2P1/7K w - - 3 38	a7f2 h4h3 h1g1 e4b1 d2d1 b1d1	1468			
Pg1aH	6k1/1p5p/2p3p1/3pP3/1PqP4/6PP/rR3QK1/8 b - - 4 36	a2a1 e5e6 c4f1 f2f1 a1f1 g2f1	1485			
7iCdh	r1b2qk1/1p1p1p1p/p1n1p1p1/7n/4P1Q1/2PB4/PP3PPP/RN2K2R w KQ - 0 14	b1d2 c6e5 g4e2 h5f4	1535			
X9JZ2	8/5pkb/p4q1p/1p1p2p1/1P1Pn3/P4NP1/4BPP1/2Q3K1 w - - 0 34	g1f1 g5g4 c1e3 g4f3	1492			
hxsiX	4r1k1/pRp2ppp/8/3Bb3/3rP3/7P/P3KPP1/7R w - - 7 21	b7a7 d4d5 e4d5 e5d4 e2f3 d4a7	1522			
8E1tY	3r2k1/pp3p2/8/2pP4/2B1K2P/1PP5/P7/8 b - - 0 36	f7f6 d5d6 g8f8 e4d5 f8f7 d5c5	1535			
Znhfn	1k1r1r2/p1p5/Bp1b3p/7n/3P3q/1Q6/PPP1N1R1/2K3R1 w - - 0 31	b3d5 d6f4 c1b1 d8d5	1459			
tvRp8	r4rk1/1p2q1np/p1pp2p1/3Pnb2/1PP4R/4N1Q1/PB2B1PP/5RK1 w - - 0 25	e3f5 g7f5 f1f5 f8f5	1511			
szyM3	8/8/8/2K1kp2/8/2P5/1P6/8 w - - 0 66	c3c4 f5f4 c5b6 f4f3 c4c5 f3f2 c5c6 f2f1q	1527			
oJ1dX	4R3/pp2Qpk1/2p3p1/3p3r/3P4/P1P2q1P/1P6/1K6 b - - 5 39	h5h8 e7e5 f3f6 e5f6 g7f6 e8h8	1516			
YDjUW	7k/p4rp1/3bRq1p/2pP4/5P2/3Q2PP/PP5K/8 b - - 3 36	f6d8 d3g6 f7f8 e6d6	1524			
jB6hR	8/8/8/5qpp/2Q4k/8/P6K/8 b - - 1 52	f5f4 c4f4 g5f4 a2a4	1519			
sVm8W	4rnk1/pp1q2bp/3Q1p2/2pP1bp1/2P1N3/5NBP/PP3PP1/4R1K1 b - - 0 21	d7d6 e4d6 e8e1 f3e1	1477			
kO6h2	r1br2k1/pp3p2/5qpp/2p1b3/4Q3/2PBP3/PP1N1PPP/R3K2R w KQ - 0 15	d2f3 e5c3 b2c3 f6c3	1500			
B5wBC	r3r1k1/3N2p1/2N3Pp/1b6/1p1P4/2n1P3/PK3P2/2R4R w - - 1 37	c6b4 c3a4 b2a1 b5d7	1503			
r2U0p	4r1k1/ppB1rppp/8/7q/2Q1P3/1B4Pb/P4P1P/2R1R1K1 w - - 5 30	c7f4 h5f3 c4f1 h3f1	1503			
MgiOE	r5r1/ppp2p1k/7p/3PQ2P/2P4q/P6b/3KB3/7R b - - 0 26	a8e8 e2d3 f7f5 d3f5 h3f5 e5f5 h7h8 h1h4	1481			
VqsfX	4k1r1/1pR4p/3B4/1p4pK/2bp4/5P2/7P/8 b - - 0 36	c4e2 c7e7 e8d8 e7e2	1539			
JnEr3	1r4k1/6bp/1N2q3/PQ3r2/3p1p2/8/1P3PPP/R4RK1 w - - 1 29	b5c4 b8b6 c4e6 b6e6	1476			
fS6Nc	1r3bk1/p4pBp/4p3/2r1Q3/8/2P2q2/P4PRP/R6K w - - 1 22	g7h6 f3g2 h1g2 c5e5	1540			
vC5Y8	r2qk2r/pbpp3p/1pn1pbp1/8/3PB1P1/2P2N2/PP1N1PP1/R2QK2R w KQkq - 0 14	e4g6 h7g6 h1h8 f6h8	1542			
YDf2G	2rR4/pp2n2k/1q2b1pp/5p2/4p3/P1B3P1/1P3PBP/4QRK1 b - - 0 23	c8d8 c3a5 b6d4 a5d8	1521			
QvTq4	6k1/p4ppp/4br2/2p1b3/4B1K1/4P3/1P3PPP/R1B4R w - - 8 21	g4h4 f6h6 h4g5 f7f6	1513			
9UvI6	r1b2rk1/p2nbpp1/2p1pn1p/q1Pp4/3P3B/P1N1PN2/3Q1PPP/R3KB1R b KQ - 1 12	f6e4 c3e4 a5d2 e4d2 e7h4 f3h4	1542			
ecizU	4r1k1/1p2rpp1/1p4qp/1P6/2P2R2/3P4/2Q3PP/5RK1 w - - 1 25	f4f3 e7e2 c2e2 e8e2	1514			
